MUNICIPIO,NATUREZA_FATO,ARMA_UTILIZADA,DATA_MORTE,SEXO,IDADE
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-01-01,M,31
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-01-01,M,33
ACARAPE,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-01-01,M,27
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-01-01,M,45
NOVA OLINDA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-01-01,M,27
MARANGUAPE,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-01-01,M,25
PACATUBA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-01-01,M,23
FORTALEZA,HOMICIDIO DOLOSO,OUTROS,2019-01-01,M,23
CANINDÉ,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-01-02,M,44
FORTALEZA,HOMICIDIO DOLOSO,OUTROS,2019-01-02,M,21
EUSÉBIO,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-01-02,F,21
TURURU,HOMICIDIO DOLOSO,OUTROS,2019-01-02,M,21
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-01-02,M,22
QUIXERÉ,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-01-02,M,56
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-01-02,M,58
MARANGUAPE,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-01-03,M,19
QUITERIANÓPOLIS,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-01-03,M,41
CRATO,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-01-03,M,28
FORQUILHA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-01-03,M,20
CAUCAIA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-01-03,M,34
MOMBAÇA,LESÃO CORPORAL SEGUIDA DE MORTE,ARMA DE FOGO,2019-01-03,M,68
JUAZEIRO DO NORTE,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-01-03,M,41
AQUIRAZ,LESÃO CORPORAL SEGUIDA DE MORTE,ARMA BRANCA,2019-01-03,M,26
PACAJUS,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-01-03,M,21
CAUCAIA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-01-03,M,29
AQUIRAZ,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-01-03,F,49
INDEPENDÊNCIA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-01-04,M,27
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-01-04,M,30
ARACOIABA,ROUBO SEGUIDO DE MORTE (LATROCINIO),ARMA DE FOGO,2019-01-04,M,33
MARANGUAPE,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-01-04,M,31
SOBRAL,HOMICIDIO DOLOSO,ARMA BRANCA,2019-01-04,M,24
MORADA NOVA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-01-04,M,22
FORTALEZA,HOMICIDIO DOLOSO,ARMA BRANCA,2019-01-04,M,32
PACATUBA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-01-04,M,27
PINDORETAMA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-01-04,M,14
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-01-04,M,32
SANTA QUITÉRIA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-01-04,M,24
CAUCAIA,HOMICIDIO DOLOSO,ARMA BRANCA,2019-01-04,M,25
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-01-04,M,39
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-01-04,M,23
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-01-04,M,22
SÃO JOÃO DO JAGUARIBE,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-01-05,F,36
JUAZEIRO DO NORTE,HOMICIDIO DOLOSO,ARMA BRANCA,2019-01-05,M,39
PACOTI,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-01-05,M,28
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-01-05,M,17
SÃO GONÇALO DO AMARANTE,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-01-05,M,45
FORTALEZA,LESÃO CORPORAL SEGUIDA DE MORTE,OUTROS,2019-01-05,M,27
