MUNICIPIO,NATUREZA_FATO,ARMA_UTILIZADA,DATA_MORTE,SEXO,IDADE
ARATUBA,HOMICIDIO DOLOSO,ARMA BRANCA,2019-02-01,M,39
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-02-01,M,32
SOLONÓPOLE,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-02-02,M,30
CANINDÉ,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-02-02,M,38
PACAJUS,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-02-02,F,18
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-02-02,M,52
TRAIRI,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-02-02,M,26
ITAPIPOCA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-02-02,M,27
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-02-02,M,18
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-02-02,M,19
FORTALEZA,HOMICIDIO DOLOSO,ARMA BRANCA,2019-02-02,M,29
TRAIRI,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-02-02,M,49
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-02-03,M,36
FORTALEZA,LESÃO CORPORAL SEGUIDA DE MORTE,OUTROS,2019-02-03,M,40
CRATO,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-02-03,M,31
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-02-03,M,32
CAUCAIA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-02-03,M,28
JAGUARUANA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-02-03,M,18
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-02-03,M,21
ITAPIPOCA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-02-03,F,43
PACAJUS,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-02-04,M,20
FORTALEZA,HOMICIDIO DOLOSO,ARMA BRANCA,2019-02-04,M,19
FORTALEZA,HOMICIDIO DOLOSO,OUTROS,2019-02-04,F,19
MARACANAÚ,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-02-04,M,50
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-02-05,M,51
GENERAL SAMPAIO,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-02-05,M,22
OCARA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-02-05,M,33
CHOROZINHO,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-02-05,M,39
MARACANAÚ,HOMICIDIO DOLOSO,ARMA BRANCA,2019-02-05,M,79
UBAJARA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-02-05,F,21
