MUNICIPIO,NATUREZA_FATO,ARMA_UTILIZADA,DATA_MORTE,SEXO,IDADE
MARCO,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-02-01,M,23
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-02-01,M,18
CAUCAIA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-02-01,M,30
MAURITI,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-02-01,M,44
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-02-01,M,21
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-02-01,M,20
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-02-01,M,21
MARCO,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-02-01,M,21
QUIXADÁ,HOMICIDIO DOLOSO,OUTROS,2017-02-01,F,48
EUSÉBIO,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-02-01,M,17
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-02-01,M,29
LAVRAS DA MANGABEIRA,HOMICIDIO DOLOSO,ARMA BRANCA,2017-02-02,M,48
JUAZEIRO DO NORTE,HOMICIDIO DOLOSO,ARMA BRANCA,2017-02-02,M,16
TAMBORIL,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-02-02,M,50
SANTANA DO ACARAÚ,HOMICIDIO DOLOSO,ARMA BRANCA,2017-02-02,M,48
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-02-02,M,22
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-02-02,M,26
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-02-02,M,18
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-02-02,M,23
COREAÚ,HOMICIDIO DOLOSO,ARMA BRANCA,2017-02-03,M,36
ITAPIÚNA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-02-03,M,41
TAMBORIL,HOMICIDIO DOLOSO,ARMA BRANCA,2017-02-03,M,17
MARACANAÚ,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-02-03,M,20
MARANGUAPE,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-02-03,M,18
LIMOEIRO DO NORTE,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-02-03,M,33
CAUCAIA,HOMICIDIO DOLOSO,OUTROS,2017-02-03,M,-
QUIXADÁ,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-02-03,M,-
MARACANAÚ,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-02-03,M,15
CAUCAIA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-02-03,M,18
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-02-03,M,29
PARAIPABA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-02-04,M,20
ALTO SANTO,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-02-04,M,14
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-02-04,M,32
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-02-04,M,17
CAUCAIA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-02-04,M,-
FORTALEZA,HOMICIDIO DOLOSO,OUTROS,2017-02-04,M,-
MARACANAÚ,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-02-04,M,20
ITAITINGA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-02-04,M,33
JUCÁS,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-02-04,M,17
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-02-04,M,15
JUAZEIRO DO NORTE,HOMICIDIO DOLOSO,ARMA BRANCA,2017-02-05,M,35
MARACANAÚ,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-02-05,M,27
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-02-05,M,28
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-02-05,M,-
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-02-05,M,26
SÃO GONÇALO DO AMARANTE,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-02-05,M,18
CRATO,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-02-05,M,46
TAMBORIL,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-02-05,M,33
CHOROZINHO,HOMICIDIO DOLOSO,OUTROS,2017-02-05,M,21
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-02-05,F,25
MARACANAÚ,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-02-05,M,47
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-02-05,F,48
QUIXELÔ,HOMICIDIO DOLOSO,ARMA BRANCA,2017-02-05,M,26
CASCAVEL,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-02-05,M,42
CHOROZINHO,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-02-05,M,25
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-02-06,M,18
ITAREMA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-02-06,M,17
CASCAVEL,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-02-06,M,18
