MUNICIPIO,NATUREZA_FATO,ARMA_UTILIZADA,DATA_MORTE,SEXO,IDADE
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-04-01,M,35
PARAMBU,HOMICIDIO DOLOSO,ARMA BRANCA,2017-04-01,M,43
VIÇOSA DO CEARÁ,HOMICIDIO DOLOSO,ARMA BRANCA,2017-04-01,M,25
MORADA NOVA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-04-01,M,28
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-04-01,M,20
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-04-01,M,-
CAUCAIA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-04-01,M,19
JAGUARUANA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-04-01,M,47
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-04-01,M,50
FORTALEZA,ROUBO SEGUIDO DE MORTE (LATROCINIO),ARMA DE FOGO,2017-04-01,M,47
QUIXADÁ,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-04-01,M,10
NOVA OLINDA,HOMICIDIO DOLOSO,OUTROS,2017-04-01,M,27
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-04-01,M,53
CANINDÉ,HOMICIDIO DOLOSO,ARMA BRANCA,2017-04-01,M,41
SOBRAL,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-04-01,M,44
QUIXADÁ,HOMICIDIO DOLOSO,OUTROS,2017-04-01,F,45
QUIXERAMOBIM,HOMICIDIO DOLOSO,ARMA BRANCA,2017-04-02,M,62
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-04-02,M,37
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-04-02,M,32
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-04-02,M,38
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-04-02,M,29
CANINDÉ,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-04-02,M,23
CAUCAIA,ROUBO SEGUIDO DE MORTE (LATROCINIO),ARMA DE FOGO,2017-04-02,M,38
MORADA NOVA,HOMICIDIO DOLOSO,ARMA BRANCA,2017-04-02,M,52
PALMÁCIA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-04-02,M,21
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-04-02,M,23
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-04-02,M,31
AQUIRAZ,HOMICIDIO DOLOSO,OUTROS,2017-04-02,M,0
ARACATI,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-04-03,M,22
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-04-03,M,-
QUIXADÁ,HOMICIDIO DOLOSO,ARMA BRANCA,2017-04-03,M,15
SANTA QUITÉRIA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-04-03,M,52
BEBERIBE,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-04-03,M,28
RUSSAS,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-04-03,M,25
ITAPIPOCA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-04-03,M,21
HORIZONTE,HOMICIDIO DOLOSO,ARMA BRANCA,2017-04-03,M,34
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-04-03,M,34
TIANGUÁ,ROUBO SEGUIDO DE MORTE (LATROCINIO),ARMA DE FOGO,2017-04-03,F,77
