MUNICIPIO,NATUREZA_FATO,ARMA_UTILIZADA,DATA_MORTE,SEXO,IDADE
ACARAPE,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-12-01,M,50
ITAITINGA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-12-01,M,18
MARANGUAPE,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-12-01,M,26
ITAITINGA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-12-01,M,25
MARACANAÚ,HOMICIDIO DOLOSO,OUTROS,2017-12-01,M,38
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-12-01,M,31
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-12-01,M,19
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-12-01,M,24
CAUCAIA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-12-01,M,21
MOMBAÇA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-12-01,M,35
FORTALEZA,HOMICIDIO DOLOSO,OUTROS,2017-12-01,F,55
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-12-01,M,27
TABULEIRO DO NORTE,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-12-01,M,25
JUAZEIRO DO NORTE,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-12-01,M,17
BREJO SANTO,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-12-02,M,29
CATUNDA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-12-02,M,30
EUSÉBIO,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-12-02,M,17
MOMBAÇA,HOMICIDIO DOLOSO,ARMA BRANCA,2017-12-02,M,27
HORIZONTE,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-12-02,M,20
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-12-02,M,17
ICÓ,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-12-02,M,37
SÃO LUÍS DO CURU,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-12-02,M,52
TABULEIRO DO NORTE,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-12-02,M,21
MARACANAÚ,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-12-02,M,22
HORIZONTE,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-12-02,M,29
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-12-02,M,31
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-12-02,M,17
AQUIRAZ,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-12-03,M,31
CARIDADE,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-12-03,M,20
ORÓS,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-12-03,F,40
COREAÚ,HOMICIDIO DOLOSO,OUTROS,2017-12-03,M,37
GUAIÚBA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-12-03,M,34
MOMBAÇA,HOMICIDIO DOLOSO,ARMA BRANCA,2017-12-03,M,40
SOBRAL,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-12-03,M,20
IGUATU,HOMICIDIO DOLOSO,OUTROS,2017-12-03,M,-
CASCAVEL,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-12-03,M,20
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-12-03,F,36
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-12-03,M,16
CARIRÉ,HOMICIDIO DOLOSO,OUTROS,2017-12-03,M,58
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-12-03,M,14
ARACATI,HOMICIDIO DOLOSO,OUTROS,2017-12-03,M,41
BELA CRUZ,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-12-03,M,39
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-12-03,M,19
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-12-03,M,19
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-12-03,M,14
CRATO,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-12-03,F,22
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-12-03,M,40
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-12-03,M,23
PALHANO,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-12-03,M,52
HORIZONTE,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-12-03,M,22
SENADOR POMPEU,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-12-03,M,38
TABULEIRO DO NORTE,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-12-04,M,21
IPUEIRAS,HOMICIDIO DOLOSO,OUTROS,2017-12-04,F,30
MARACANAÚ,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-12-04,M,25
FORTALEZA,HOMICIDIO DOLOSO,ARMA BRANCA,2017-12-04,M,16
SÃO GONÇALO DO AMARANTE,HOMICIDIO DOLOSO,ARMA BRANCA,2017-12-04,M,35
IPUEIRAS,HOMICIDIO DOLOSO,OUTROS,2017-12-04,M,5
PACATUBA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-12-04,M,22
ITAITINGA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-12-04,M,23
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-12-04,M,21
IPUEIRAS,HOMICIDIO DOLOSO,OUTROS,2017-12-04,F,8
IPUEIRAS,HOMICIDIO DOLOSO,OUTROS,2017-12-04,F,10
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-12-05,M,23
SANTA QUITÉRIA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-12-05,M,26
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-12-05,M,19
CAUCAIA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-12-05,M,22
CANINDÉ,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-12-05,M,24
QUIXADÁ,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-12-05,M,35
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-12-05,M,53
SÃO BENEDITO,HOMICIDIO DOLOSO,ARMA BRANCA,2017-12-05,M,31
MARACANAÚ,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-12-05,M,18
PACAJUS,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-12-05,M,25
ITAITINGA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-12-05,M,22
FORTALEZA,HOMICIDIO DOLOSO,ARMA BRANCA,2017-12-05,M,26
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-12-05,M,28
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-12-05,F,44
FORTALEZA,HOMICIDIO DOLOSO,OUTROS,2017-12-05,F,16
ITAITINGA,ROUBO SEGUIDO DE MORTE (LATROCINIO),ARMA DE FOGO,2017-12-06,M,37
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-12-06,M,20
LIMOEIRO DO NORTE,HOMICIDIO DOLOSO,OUTROS,2017-12-06,M,-
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-12-06,M,25
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-12-06,F,38
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-12-06,M,-
ITAITINGA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-12-06,M,25
IGUATU,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-12-06,M,23
