MUNICIPIO,NATUREZA_FATO,ARMA_UTILIZADA,DATA_MORTE,SEXO,IDADE
MARANGUAPE,HOMICIDIO DOLOSO,ARMA BRANCA,2018-12-01,M,20
SOBRAL,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-12-01,M,27
QUIXADÁ,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-12-01,F,22
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-12-01,M,46
MARACANAÚ,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-12-01,M,25
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-12-01,M,23
IGUATU,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-12-01,M,19
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-12-01,M,24
TARRAFAS,HOMICIDIO DOLOSO,ARMA BRANCA,2018-12-01,M,38
CAUCAIA,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-12-01,M,17
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-12-01,M,33
IGUATU,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-12-01,M,16
MARACANAÚ,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-12-01,M,29
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-12-02,M,43
VARJOTA,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-12-02,M,61
CATUNDA,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-12-02,M,67
ITAPIÚNA,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-12-02,M,36
MARANGUAPE,HOMICIDIO DOLOSO,ARMA BRANCA,2018-12-02,M,22
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-12-02,M,27
CRATEÚS,LESÃO CORPORAL SEGUIDA DE MORTE,OUTROS,2018-12-02,M,50
FORTALEZA,HOMICIDIO DOLOSO,OUTROS,2018-12-02,F,32
CATUNDA,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-12-02,M,60
SÃO GONÇALO DO AMARANTE,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-12-02,M,29
SANTA QUITÉRIA,HOMICIDIO DOLOSO,ARMA BRANCA,2018-12-02,F,34
PEDRA BRANCA,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-12-02,M,22
MARANGUAPE,HOMICIDIO DOLOSO,ARMA BRANCA,2018-12-02,M,19
MARACANAÚ,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-12-02,M,27
CEDRO,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-12-02,M,43
ICÓ,HOMICIDIO DOLOSO,ARMA BRANCA,2018-12-02,M,58
TRAIRI,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-12-02,M,26
CAUCAIA,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-12-02,M,59
CAUCAIA,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-12-03,M,24
FORQUILHA,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-12-03,M,17
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-12-03,M,26
RUSSAS,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-12-03,M,16
IGUATU,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-12-03,M,21
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-12-03,M,23
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-12-03,M,16
FORTALEZA,LESÃO CORPORAL SEGUIDA DE MORTE,ARMA DE FOGO,2018-12-03,F,53
CAUCAIA,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-12-03,M,35
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-12-04,M,37
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-12-04,M,33
MARACANAÚ,HOMICIDIO DOLOSO,ARMA BRANCA,2018-12-04,F,21
ARACATI,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-12-04,M,22
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-12-04,M,28
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-12-04,M,22
HORIZONTE,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-12-04,M,28
MARACANAÚ,HOMICIDIO DOLOSO,ARMA BRANCA,2018-12-05,F,31
CAUCAIA,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-12-05,F,29
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-12-05,M,15
HORIZONTE,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-12-05,M,15
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-12-05,M,18
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-12-05,F,19
SÃO GONÇALO DO AMARANTE,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-12-05,M,35
MARANGUAPE,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-12-05,M,25
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-12-06,M,21
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-12-06,M,34
