MUNICIPIO,NATUREZA_FATO,ARMA_UTILIZADA,DATA_MORTE,SEXO,IDADE
CASCAVEL,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-01-01,M,-
JUAZEIRO DO NORTE,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-01-01,M,20
ARACOIABA,HOMICIDIO DOLOSO,OUTROS,2016-01-01,F,29
IBICUITINGA,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-01-01,M,31
ITAPAJÉ,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-01-01,M,25
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-01-01,M,27
AQUIRAZ,HOMICIDIO DOLOSO,ARMA BRANCA,2016-01-01,M,32
PARAIPABA,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-01-01,M,22
FORTALEZA,LESÃO CORPORAL SEGUIDA DE MORTE,OUTROS,2016-01-01,M,21
ARACATI,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-01-01,F,41
BATURITÉ,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-01-01,M,24
TAUÁ,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-01-01,M,24
ITAPAJÉ,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-01-01,M,19
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-01-01,M,23
PARAMBU,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-01-01,M,27
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-01-01,M,19
SOBRAL,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-01-01,M,20
IBICUITINGA,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-01-01,M,44
CAUCAIA,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-01-01,M,26
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-01-01,M,31
CAUCAIA,HOMICIDIO DOLOSO,OUTROS,2016-01-01,M,19
CAUCAIA,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-01-02,M,38
CAUCAIA,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-01-02,M,-
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-01-02,M,-
ITAITINGA,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-01-02,M,14
ICÓ,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-01-02,M,34
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-01-02,M,26
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-01-02,M,-
MARACANAÚ,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-01-02,M,42
FORTALEZA,LESÃO CORPORAL SEGUIDA DE MORTE,ARMA BRANCA,2016-01-02,M,21
IBICUITINGA,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-01-02,M,41
JIJOCA DE JERICOACOARA,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-01-03,M,26
