MUNICIPIO,NATUREZA_FATO,ARMA_UTILIZADA,DATA_MORTE,SEXO,IDADE
MARACANAÚ,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-11-01,M,17
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-11-01,M,15
CAUCAIA,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-11-01,M,15
MARACANAÚ,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-11-01,M,27
HORIZONTE,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-11-01,M,18
CAUCAIA,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-11-01,M,18
ARACATI,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-11-01,M,22
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-11-01,M,-
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-11-01,F,31
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-11-01,M,19
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-11-01,M,20
CAUCAIA,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-11-01,M,17
JUAZEIRO DO NORTE,HOMICIDIO DOLOSO,ARMA BRANCA,2016-11-02,M,15
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-11-02,M,-
FORTALEZA,HOMICIDIO DOLOSO,ARMA BRANCA,2016-11-02,F,39
MOMBAÇA,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-11-02,M,35
MORADA NOVA,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-11-02,M,23
TABULEIRO DO NORTE,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-11-02,M,21
CAUCAIA,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-11-02,F,48
ORÓS,HOMICIDIO DOLOSO,ARMA BRANCA,2016-11-02,F,30
TABULEIRO DO NORTE,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-11-02,M,17
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-11-03,M,27
RERIUTABA,HOMICIDIO DOLOSO,ARMA BRANCA,2016-11-03,M,19
CRATO,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-11-03,M,28
CAUCAIA,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-11-03,M,15
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-11-03,M,27
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-11-04,M,32
LIMOEIRO DO NORTE,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-11-04,M,30
LIMOEIRO DO NORTE,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-11-04,M,28
JARDIM,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-11-04,M,37
LIMOEIRO DO NORTE,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-11-04,M,23
LIMOEIRO DO NORTE,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-11-04,M,32
LIMOEIRO DO NORTE,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-11-04,M,33
ITAREMA,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-11-04,M,38
PACAJUS,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-11-04,M,19
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-11-04,M,20
FORTALEZA,HOMICIDIO DOLOSO,OUTROS,2016-11-05,M,35
VIÇOSA DO CEARÁ,ROUBO SEGUIDO DE MORTE (LATROCINIO),ARMA DE FOGO,2016-11-05,M,39
SOBRAL,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-11-05,M,21
QUIXADÁ,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-11-05,M,28
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-11-05,M,19
MARACANAÚ,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-11-05,M,-
ITAPAJÉ,HOMICIDIO DOLOSO,ARMA BRANCA,2016-11-05,M,40
BANABUIÚ,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-11-05,M,20
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-11-05,M,24
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-11-06,M,33
MORADA NOVA,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-11-06,M,34
