MUNICIPIO,NATUREZA_FATO,ARMA_UTILIZADA,DATA_MORTE,SEXO,IDADE
PARAIPABA,HOMICIDIO DOLOSO,ARMA DE FOGO,2021-01-01,F,26
PACATUBA,HOMICIDIO DOLOSO,ARMA DE FOGO,2021-01-01,M,32
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2021-01-01,M,30
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2021-01-01,M,30
ITAITINGA,HOMICIDIO DOLOSO,ARMA DE FOGO,2021-01-01,M,50
ARACATI,HOMICIDIO DOLOSO,ARMA DE FOGO,2021-01-01,M,17
JUAZEIRO DO NORTE,HOMICIDIO DOLOSO,ARMA DE FOGO,2021-01-01,M,26
IGUATU,HOMICIDIO DOLOSO,ARMA BRANCA,2021-01-01,M,16
SOBRAL,HOMICIDIO DOLOSO,ARMA DE FOGO,2021-01-01,M,26
MOMBAÇA,LESÃO CORPORAL SEGUIDA DE MORTE,OUTROS MEIOS,2021-01-01,F,15
CANINDÉ,HOMICIDIO DOLOSO,ARMA DE FOGO,2021-01-01,M,-
FORTALEZA,ROUBO SEGUIDO DE MORTE (LATROCINIO),ARMA DE FOGO,2021-01-01,M,20
SÃO GONÇALO DO AMARANTE,HOMICIDIO DOLOSO,ARMA BRANCA,2021-01-02,M,29
BREJO SANTO,HOMICIDIO DOLOSO,ARMA DE FOGO,2021-01-02,M,42
EUSÉBIO,HOMICIDIO DOLOSO,ARMA DE FOGO,2021-01-02,M,21
MISSÃO VELHA,HOMICIDIO DOLOSO,ARMA DE FOGO,2021-01-02,M,31
ITAPAJÉ,LESÃO CORPORAL SEGUIDA DE MORTE,ARMA BRANCA,2021-01-02,M,41
TIANGUÁ,FEMINICÍDIO,ARMA BRANCA,2021-01-02,F,47
SANTANA DO ACARAÚ,HOMICIDIO DOLOSO,ARMA DE FOGO,2021-01-02,M,34
TEJUÇUOCA,HOMICIDIO DOLOSO,ARMA DE FOGO,2021-01-02,M,19
CRATO,HOMICIDIO DOLOSO,ARMA DE FOGO,2021-01-02,M,34
QUIXERÉ,HOMICIDIO DOLOSO,ARMA DE FOGO,2021-01-02,M,21
FORTALEZA,HOMICIDIO DOLOSO,OUTROS MEIOS,2021-01-02,M,72
CRATO,HOMICIDIO DOLOSO,ARMA DE FOGO,2021-01-02,M,22
JUAZEIRO DO NORTE,HOMICIDIO DOLOSO,ARMA DE FOGO,2021-01-02,M,16
CRATO,HOMICIDIO DOLOSO,ARMA DE FOGO,2021-01-02,M,27
PACATUBA,HOMICIDIO DOLOSO,ARMA DE FOGO,2021-01-02,M,19
VÁRZEA ALEGRE,FEMINICÍDIO,ARMA BRANCA,2021-01-03,F,31
NOVA RUSSAS,HOMICIDIO DOLOSO,ARMA DE FOGO,2021-01-03,F,18
TEJUÇUOCA,HOMICIDIO DOLOSO,OUTROS MEIOS,2021-01-03,M,-
LAVRAS DA MANGABEIRA,HOMICIDIO DOLOSO,ARMA BRANCA,2021-01-03,M,18
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2021-01-03,M,18
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2021-01-03,M,50
PACAJUS,HOMICIDIO DOLOSO,ARMA DE FOGO,2021-01-03,M,17
MARACANAÚ,HOMICIDIO DOLOSO,ARMA DE FOGO,2021-01-03,M,32
JUAZEIRO DO NORTE,HOMICIDIO DOLOSO,ARMA DE FOGO,2021-01-03,M,16
FRECHEIRINHA,HOMICIDIO DOLOSO,ARMA DE FOGO,2021-01-03,M,18
